state,city,bars__name,bars__image_url,bars__url,bars__rating,bars__location__address1,bars__location__address2,bars__location__address3,bars__location__city,bars__location__zip_code,bars__location__country,bars__location__state,bars__location__display_address__001,bars__location__display_address__002,bars__location__display_address__003,bars__location__display_address__004,bars__review_count
Oklahoma,Oklahoma City,Whiskey Cake,https://s3-media2.fl.yelpcdn.com/bphoto/D-SKSQVVf2Ucat4zwdKTRg/o.jpg,https://www.yelp.com/biz/whiskey-cake-oklahoma-city-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1845 Northwest Expy,,,Oklahoma City,73118,US,OK,1845 Northwest Expy,"Oklahoma City, OK 73118",,,889
Oklahoma,Oklahoma City,Empire Slice House,https://s3-media3.fl.yelpcdn.com/bphoto/FDxbMBhgLPa8_G7ugyX2Fg/o.jpg,https://www.yelp.com/biz/empire-slice-house-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1804 NW 16th St,null,,Oklahoma City,73106,US,OK,1804 NW 16th St,"Oklahoma City, OK 73106",,,788
Oklahoma,Oklahoma City,The Mule,https://s3-media1.fl.yelpcdn.com/bphoto/d0FJJun0ooKUMr7wClPB8w/o.jpg,https://www.yelp.com/biz/the-mule-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1630 N Blackwelder Ave,Ste 1,,Oklahoma City,73106,US,OK,1630 N Blackwelder Ave,Ste 1,"Oklahoma City, OK 73106",,604
Oklahoma,Oklahoma City,Gorō Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/iZDorRsjKv3lpPLc8Tb1oQ/o.jpg,https://www.yelp.com/biz/gor%C5%8D-ramen-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1634 N Blackwelder Ave,Ste 102,,Oklahoma City,73106,US,OK,1634 N Blackwelder Ave,Ste 102,"Oklahoma City, OK 73106",,423
Oklahoma,Oklahoma City,Bricktown Brewery,https://s3-media3.fl.yelpcdn.com/bphoto/GYOHRJYoBwLOkv_RBI2awA/o.jpg,https://www.yelp.com/biz/bricktown-brewery-oklahoma-city-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,1 N Oklahoma Ave,,,Oklahoma City,73104,US,OK,1 N Oklahoma Ave,"Oklahoma City, OK 73104",,,390
Nevada,Las Vegas,Bouchon,https://s3-media2.fl.yelpcdn.com/bphoto/PoRQoUSQ4r31OCfOC36RpQ/o.jpg,https://www.yelp.com/biz/bouchon-las-vegas-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3355 Las Vegas Blvd S,"Venezia Tower, 10th floor",,Las Vegas,89109,US,NV,3355 Las Vegas Blvd S,"Venezia Tower, 10th floor","Las Vegas, NV 89109",,3870
Nevada,Las Vegas,The Peppermill Restaurant & Fireside Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/VQw_M-5qUSvqlZC_mi1oFQ/o.jpg,https://www.yelp.com/biz/the-peppermill-restaurant-and-fireside-lounge-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2985 Las Vegas Blvd S,,,Las Vegas,89109,US,NV,2985 Las Vegas Blvd S,"Las Vegas, NV 89109",,,3284
Nevada,Las Vegas,Holsteins,https://s3-media4.fl.yelpcdn.com/bphoto/zK13jDn3lJdf6Wop1RfbPQ/o.jpg,https://www.yelp.com/biz/holsteins-las-vegas-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3708 Las Vegas Blvd S,"Level 2, Boulevard Tower",,Las Vegas,89109,US,NV,3708 Las Vegas Blvd S,"Level 2, Boulevard Tower","Las Vegas, NV 89109",,3176
Nevada,Las Vegas,El Dorado Cantina,https://s3-media3.fl.yelpcdn.com/bphoto/v7zjOwJ0rJCNg6ATTbJcuw/o.jpg,https://www.yelp.com/biz/el-dorado-cantina-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,3025 Sammy Davis Jr Dr,,,Las Vegas,89109,US,NV,3025 Sammy Davis Jr Dr,"Las Vegas, NV 89109",,,2919
Nevada,Las Vegas,Burger Bar,https://s3-media3.fl.yelpcdn.com/bphoto/RHJmLE6g5L5ytw-0Ttd3Yw/o.jpg,https://www.yelp.com/biz/burger-bar-las-vegas-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3930 S Las Vegas Blvd,Ste 121A,,Las Vegas,89119,US,NV,3930 S Las Vegas Blvd,Ste 121A,"Las Vegas, NV 89119",,2585
Tennessee,Memphis,Charlie Vergos' Rendezvous,https://s3-media3.fl.yelpcdn.com/bphoto/h9brZm7BvsGgPxlI4turbA/o.jpg,https://www.yelp.com/biz/charlie-vergos-rendezvous-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,52 S 2nd St,,,Memphis,38103,US,TN,52 S 2nd St,"Memphis, TN 38103",,,1835
Tennessee,Memphis,Flight Restaurant & Wine Bar,https://s3-media4.fl.yelpcdn.com/bphoto/GBvQbWvW-ywG89qLgU2j9g/o.jpg,https://www.yelp.com/biz/flight-restaurant-and-wine-bar-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,39 S Main St,null,,Memphis,38103,US,TN,39 S Main St,"Memphis, TN 38103",,,827
Tennessee,Memphis,The Majestic Grille,https://s3-media2.fl.yelpcdn.com/bphoto/tgQCdmdmyTQcwUVELzVSrQ/o.jpg,https://www.yelp.com/biz/the-majestic-grille-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,145 S Main St,,,Memphis,38103,US,TN,145 S Main St,"Memphis, TN 38103",,,544
Tennessee,Memphis,Kooky Canuck,https://s3-media4.fl.yelpcdn.com/bphoto/Wc_oSmHcsFfrGgXoQaAlIA/o.jpg,https://www.yelp.com/biz/kooky-canuck-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,87 S 2nd St,,,Memphis,38103,US,TN,87 S 2nd St,"Memphis, TN 38103",,,468
Tennessee,Memphis,South of Beale,https://s3-media1.fl.yelpcdn.com/bphoto/CYGV48Qy9PM4UABppKg4Zw/o.jpg,https://www.yelp.com/biz/south-of-beale-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,361 S Main St,,,Memphis,38103,US,TN,361 S Main St,"Memphis, TN 38103",,,392
Kentucky,Louisville,The Silver Dollar,https://s3-media1.fl.yelpcdn.com/bphoto/TXuesL3y5InwjWgilymbGA/o.jpg,https://www.yelp.com/biz/the-silver-dollar-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1761 Frankfort Ave,,,Louisville,40206,US,KY,1761 Frankfort Ave,"Louisville, KY 40206",,,675
Kentucky,Louisville,Proof on Main,https://s3-media1.fl.yelpcdn.com/bphoto/1_ewhLC3n1KzPLja2PQeUw/o.jpg,https://www.yelp.com/biz/proof-on-main-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,702 West Main St,,,Louisville,40202,US,KY,702 West Main St,"Louisville, KY 40202",,,671
Kentucky,Louisville,Sidebar,https://s3-media3.fl.yelpcdn.com/bphoto/6w_QbcLAmDW82X48f1TOCA/o.jpg,https://www.yelp.com/biz/sidebar-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,129 N 2nd St,,,Louisville,40202,US,KY,129 N 2nd St,"Louisville, KY 40202",,,531
Kentucky,Louisville,Mussel and Burger Bar Downtown,https://s3-media1.fl.yelpcdn.com/bphoto/UOm4xuexloJlIMQ912GGgQ/o.jpg,https://www.yelp.com/biz/mussel-and-burger-bar-downtown-louisville-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,113 S 7th St,,,Louisville,40202,US,KY,113 S 7th St,"Louisville, KY 40202",,,517
Kentucky,Louisville,Garage Bar,https://s3-media4.fl.yelpcdn.com/bphoto/T-VyH7KpZgELZ--Xl-c-VA/o.jpg,https://www.yelp.com/biz/garage-bar-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,700 E Market St,,,Louisville,40202,US,KY,700 E Market St,"Louisville, KY 40202",,,479
Maryland,Baltimore,Victoria Gastro Pub,https://s3-media4.fl.yelpcdn.com/bphoto/tFaJ2fVK37N4Tcax5A0IWw/o.jpg,https://www.yelp.com/biz/victoria-gastro-pub-columbia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,8201 Snowden River Pkwy,,,Columbia,21045,US,MD,8201 Snowden River Pkwy,"Columbia, MD 21045",,,1301
Maryland,Baltimore,Phillips Seafood,https://s3-media2.fl.yelpcdn.com/bphoto/BSyhuwlmpIGNiLC8zSBHzg/o.jpg,https://www.yelp.com/biz/phillips-seafood-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3,601 E Pratt St,,,Baltimore,21202,US,MD,601 E Pratt St,"Baltimore, MD 21202",,,1152
Maryland,Baltimore,Faidley Seafood,https://s3-media1.fl.yelpcdn.com/bphoto/bTxAZzYMHxEumkYSZqA36A/o.jpg,https://www.yelp.com/biz/faidley-seafood-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,203 N Paca St,,,Baltimore,21201,US,MD,203 N Paca St,"Baltimore, MD 21201",,,1025
Maryland,Baltimore,Mama's On The Half Shell,https://s3-media2.fl.yelpcdn.com/bphoto/DcJjQd5NAUVQYDOI2gZOcg/o.jpg,https://www.yelp.com/biz/mamas-on-the-half-shell-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2901 Odonnell St,,,Baltimore,21224,US,MD,2901 Odonnell St,"Baltimore, MD 21224",,,1009
Maryland,Baltimore,Abbey Burger Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/4OV81vxN8UnogESel2mIRQ/o.jpg,https://www.yelp.com/biz/abbey-burger-bistro-baltimore-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1041 Marshall St,,,Baltimore,21230,US,MD,1041 Marshall St,"Baltimore, MD 21230",,,775
Wisconsin,Milwaukee,Café Benelux,https://s3-media2.fl.yelpcdn.com/bphoto/PaxQU2yZ8IlL8JPrVhNixA/o.jpg,https://www.yelp.com/biz/caf%C3%A9-benelux-milwaukee-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,346 N Broadway,,,Milwaukee,53202,US,WI,346 N Broadway,"Milwaukee, WI 53202",,,922
Wisconsin,Milwaukee,SafeHouse,https://s3-media2.fl.yelpcdn.com/bphoto/6700M8uCGzPkA2fA3_rxxg/o.jpg,https://www.yelp.com/biz/safehouse-milwaukee-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,779 N Front St,,,Milwaukee,53202,US,WI,779 N Front St,"Milwaukee, WI 53202",,,738
Wisconsin,Milwaukee,Sobelman's Pub & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/_5_IEgOG_Qqwc4v_t3ajhA/o.jpg,https://www.yelp.com/biz/sobelmans-pub-and-grill-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1900 W St Paul Ave,,,Milwaukee,53233,US,WI,1900 W St Paul Ave,"Milwaukee, WI 53233",,,685
Wisconsin,Milwaukee,Oscar's Pub & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/ozPLyiC3bDrVj1lD6hKi0g/o.jpg,https://www.yelp.com/biz/oscars-pub-and-grill-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1712 W Pierce St,,,Milwaukee,53204,US,WI,1712 W Pierce St,"Milwaukee, WI 53204",,,635
Wisconsin,Milwaukee,Swingin' Door Exchange,https://s3-media3.fl.yelpcdn.com/bphoto/8WCBlXamdAuGnXDlAC5dEA/o.jpg,https://www.yelp.com/biz/swingin-door-exchange-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,219 E Michigan St,,,Milwaukee,53202,US,WI,219 E Michigan St,"Milwaukee, WI 53202",,,586
New Mexico,Albuquerque,Backstreet Grill,https://s3-media2.fl.yelpcdn.com/bphoto/evkO25lla389eZx2FnNmaw/o.jpg,https://www.yelp.com/biz/backstreet-grill-albuquerque-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1919 Old Town Rd NW,Ste 6,,Albuquerque,87104,US,NM,1919 Old Town Rd NW,Ste 6,"Albuquerque, NM 87104",,767
New Mexico,Albuquerque,Bistronomy B2B,https://s3-media4.fl.yelpcdn.com/bphoto/i5wdBM-JmDbcydyMew6HfA/o.jpg,https://www.yelp.com/biz/bistronomy-b2b-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3118 Central Ave SE,,,Albuquerque,87106,US,NM,3118 Central Ave SE,"Albuquerque, NM 87106",,,490
New Mexico,Albuquerque,Pappadeaux Seafood Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/30zG1Ol2ZIZKMmzrgO9cug/o.jpg,https://www.yelp.com/biz/pappadeaux-seafood-kitchen-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,5011 Pan American Fwy NE,,,Albuquerque,87109,US,NM,5011 Pan American Fwy NE,"Albuquerque, NM 87109",,,441
New Mexico,Albuquerque,Two Fools Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/kdI0kDv3fUoamb6iOwfJ-A/o.jpg,https://www.yelp.com/biz/two-fools-tavern-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3211 Central Ave NE,,,Albuquerque,87106,US,NM,3211 Central Ave NE,"Albuquerque, NM 87106",,,441
New Mexico,Albuquerque,Kellys Brew Pub,https://s3-media2.fl.yelpcdn.com/bphoto/VcCIr8W5hIVAd3PVCWdQ9w/o.jpg,https://www.yelp.com/biz/kellys-brew-pub-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3,3222 Central Ave SE,,,Albuquerque,87106,US,NM,3222 Central Ave SE,"Albuquerque, NM 87106",,,391
Arizona,Tucson,Prep & Pastry,https://s3-media2.fl.yelpcdn.com/bphoto/dLN_Ua8SdLxZPkYvCyeTPA/o.jpg,https://www.yelp.com/biz/prep-and-pastry-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,3073 N Campbell Ave,null,,Tucson,85719,US,AZ,3073 N Campbell Ave,"Tucson, AZ 85719",,,1535
Arizona,Tucson,El Charro Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/K1La4angDuvlPgXrqR00pA/o.jpg,https://www.yelp.com/biz/el-charro-cafe-tucson-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,311 N Court Ave,,,Tucson,85701,US,AZ,311 N Court Ave,"Tucson, AZ 85701",,,1127
Arizona,Tucson,HUB Restaurant & Ice Creamery,https://s3-media2.fl.yelpcdn.com/bphoto/qwZZeqVS8T9EBTVMt_iguw/o.jpg,https://www.yelp.com/biz/hub-restaurant-and-ice-creamery-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,266 E Congress St,null,,Tucson,85701,US,AZ,266 E Congress St,"Tucson, AZ 85701",,,1048
Arizona,Tucson,Guadalajara Original Grill,https://s3-media1.fl.yelpcdn.com/bphoto/gHlwE_CIPcmG5Y_TIjf0lA/o.jpg,https://www.yelp.com/biz/guadalajara-original-grill-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1220 E Prince Rd,,,Tucson,85719,US,AZ,1220 E Prince Rd,"Tucson, AZ 85719",,,817
Arizona,Tucson,Wild Garlic Grill,https://s3-media3.fl.yelpcdn.com/bphoto/5t_2u7U4luIIHL-x4RTPtw/o.jpg,https://www.yelp.com/biz/wild-garlic-grill-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,2870 E Skyline Dr,Ste 120,,Tucson,85718,US,AZ,2870 E Skyline Dr,Ste 120,"Tucson, AZ 85718",,738
California,Fresno,Dog House Grill,https://s3-media3.fl.yelpcdn.com/bphoto/w3ItTR_m-p-ivu5aRHQ1-w/o.jpg,https://www.yelp.com/biz/dog-house-grill-fresno-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2789 E Shaw Ave,,,Fresno,93710,US,CA,2789 E Shaw Ave,"Fresno, CA 93710",,,1814
California,Fresno,Pismo's Coastal Grill,https://s3-media3.fl.yelpcdn.com/bphoto/BV-mvL94ALto58mDZaYJwg/o.jpg,https://www.yelp.com/biz/pismos-coastal-grill-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,7937 N Blackstone Ave,,,Fresno,93720,US,CA,7937 N Blackstone Ave,"Fresno, CA 93720",,,905
California,Fresno,House of JuJu,https://s3-media3.fl.yelpcdn.com/bphoto/BA55us6O-0uF7nkQO_C_Hw/o.jpg,https://www.yelp.com/biz/house-of-juju-clovis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,565 Pollasky Ave,Ste 101,,Clovis,93612,US,CA,565 Pollasky Ave,Ste 101,"Clovis, CA 93612",,844
California,Fresno,Yard House,https://s3-media3.fl.yelpcdn.com/bphoto/P7LYLA_hp3trNnb-MZoY5Q/o.jpg,https://www.yelp.com/biz/yard-house-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,90 El Camino,,,Fresno,93720,US,CA,90 El Camino,"Fresno, CA 93720",,,708
California,Fresno,KuniSama,https://s3-media2.fl.yelpcdn.com/bphoto/Xct3dqIg_NwkiDujMef-PQ/o.jpg,https://www.yelp.com/biz/kunisama-fresno-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,6825 N Willow Ave,Ste 101,,Fresno,93710,US,CA,6825 N Willow Ave,Ste 101,"Fresno, CA 93710",,546
California,Sacramento,Burgers and Brew,https://s3-media1.fl.yelpcdn.com/bphoto/86Pa_2-RhXWHcqaYKrAUng/o.jpg,https://www.yelp.com/biz/burgers-and-brew-sacramento?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1409 R St,,,Sacramento,95811,US,CA,1409 R St,"Sacramento, CA 95811",,,2653
California,Sacramento,Iron Horse Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/kHWP3AAJQhCUyjEu8mJ32w/o.jpg,https://www.yelp.com/biz/iron-horse-tavern-sacramento?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1800 15th St,Ste B,,Sacramento,95811,US,CA,1800 15th St,Ste B,"Sacramento, CA 95811",,1956
California,Sacramento,Yard House,https://s3-media2.fl.yelpcdn.com/bphoto/gdf1iqSdSztAh5M_ciODng/o.jpg,https://www.yelp.com/biz/yard-house-roseville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,1166 Roseville Pkwy,,,Roseville,95678,US,CA,1166 Roseville Pkwy,"Roseville, CA 95678",,,1809
California,Sacramento,Burgers and Brew,https://s3-media2.fl.yelpcdn.com/bphoto/V923QP80Gc0iha1hcMM1ug/o.jpg,https://www.yelp.com/biz/burgers-and-brew-davis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,403 3rd St,,,Davis,95616,US,CA,403 3rd St,"Davis, CA 95616",,,1790
California,Sacramento,Studio Movie Grill,https://s3-media3.fl.yelpcdn.com/bphoto/lf3fVk-t1rVAqyZRM6BjLw/o.jpg,https://www.yelp.com/biz/studio-movie-grill-rocklin-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,5140 Commons Dr,,,Rocklin,95677,US,CA,5140 Commons Dr,"Rocklin, CA 95677",,,1708
Arizona,Mesa,Rehab Burger Therapy,https://s3-media2.fl.yelpcdn.com/bphoto/ebHtrdYiZiCs2cznJsssYw/o.jpg,https://www.yelp.com/biz/rehab-burger-therapy-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,7210 E 2nd St,,,Scottsdale,85251,US,AZ,7210 E 2nd St,"Scottsdale, AZ 85251",,,2086
Arizona,Mesa,The Mission Old Town,https://s3-media1.fl.yelpcdn.com/bphoto/HTZWGBk1MiwTJIp2AChreg/o.jpg,https://www.yelp.com/biz/the-mission-old-town-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3815 N Brown Ave,,,Scottsdale,85251,US,AZ,3815 N Brown Ave,"Scottsdale, AZ 85251",,,1922
Arizona,Mesa,Cornish Pasty,https://s3-media2.fl.yelpcdn.com/bphoto/AJN0Bvsn9IY-VVQnnHWoSA/o.jpg,https://www.yelp.com/biz/cornish-pasty-tempe-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,960 W University Dr,Ste 103,,Tempe,85281,US,AZ,960 W University Dr,Ste 103,"Tempe, AZ 85281",,1624
Arizona,Mesa,Hash Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/b4bz8utUDTJiVZGTSCQdwA/o.jpg,https://www.yelp.com/biz/hash-kitchen-scottsdale-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,8777 N Scottsdale Rd,null,,Scottsdale,85253,US,AZ,8777 N Scottsdale Rd,"Scottsdale, AZ 85253",,,1596
Arizona,Mesa,Postino Arcadia,https://s3-media2.fl.yelpcdn.com/bphoto/h2Nf26KCKc1TRwSN7o_0rA/o.jpg,https://www.yelp.com/biz/postino-arcadia-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,3939 E Campbell Ave,,,Phoenix,85018,US,AZ,3939 E Campbell Ave,"Phoenix, AZ 85018",,,1255
